,E,sigma,E_err,sigma_err
0,0.22301724137931034,0.022104688020123223,0.04801724137931035,0.0021950770530822818
1,0.31905172413793104,0.016475376859054595,0.04801724137931035,0.001685285065643494
2,0.41508620689655173,0.024816996761938864,0.04801724137931035,0.0024900656246513754
3,0.5111206896551724,0.02511335779310041,0.04801724137931038,0.0023854528914490705
4,0.6071551724137931,0.02953661790252451,0.048017241379310294,0.00297716973160669
5,0.7031896551724138,0.08872758686716149,0.048017241379310405,0.010054396054587078
6,0.7992241379310345,0.06741061766324201,0.048017241379310294,0.005055122224596073
7,0.8952586206896552,0.06158549889215729,0.048017241379310405,0.005319654451691563
8,0.9912931034482759,0.04818584157143722,0.048017241379310294,0.005491305090409369
9,1.0873275862068965,0.04826320525155313,0.048017241379310405,0.004139306104853621
10,1.1833620689655175,0.03920309024299372,0.048017241379310405,0.002651966653120102
11,1.2793965517241381,0.03937136946306637,0.048017241379310294,0.004072821021906363
12,1.3754310344827587,0.033775988398892176,0.048017241379310294,0.003001697041796869
13,1.4714655172413793,0.036900956919739686,0.048017241379310405,0.0028414590549304675
14,1.5675000000000003,0.03560543403379804,0.048017241379310405,0.003311875944283584
15,1.663534482758621,0.03454396873363044,0.048017241379310294,0.0028883942044970537
16,1.7595689655172415,0.03623320690988202,0.048017241379310294,0.00289051779755789
17,1.855603448275862,0.041247132552869825,0.048017241379310405,0.003962519307971434
18,1.9516379310344831,0.041469087465093805,0.048017241379310405,0.0037406427735605027
19,2.0476724137931037,0.04637364106340864,0.04801724137931018,0.005277164102884285
20,2.1437068965517243,0.05314806102472341,0.048017241379310294,0.005699740691598638
21,2.239741379310345,0.06413836116445472,0.048017241379310516,0.005979964351935513
22,2.3357758620689655,0.07537095341941415,0.048017241379310294,0.009996662762395685
23,2.4318103448275865,0.09034155945164316,0.048017241379310294,0.0075105401891061505
24,2.5278448275862067,0.03998155348774114,0.048017241379310294,0.007576219992894803
25,2.6238793103448277,0.027504173555585463,0.048017241379310294,0.0026838989350692153
26,2.7199137931034483,0.02342032281218518,0.048017241379310516,0.0020636483023316714
27,2.815948275862069,0.022022207294570866,0.048017241379310294,0.001956604809538501
28,2.91198275862069,0.024898545623873336,0.048017241379310294,0.0020609958490682267
