,E,sigma,E_err,sigma_err
0,0.22301724137931034,0.008017620457784352,0.04801724137931035,0.0005322748487048461
1,0.31905172413793104,0.007314341567527651,0.04801724137931035,0.0005915664301124547
2,0.41508620689655173,0.008433210103359099,0.04801724137931035,0.000571579154012525
3,0.5111206896551724,0.007971124478110284,0.04801724137931038,0.0006372637600936737
4,0.6071551724137931,0.010903150230968071,0.048017241379310294,0.001535885594494294
5,0.7031896551724138,0.07757466324924382,0.048017241379310405,0.006783295082018755
6,0.7992241379310345,0.06443536128021372,0.048017241379310294,0.00477254805184597
7,0.8952586206896552,0.05396251149146584,0.048017241379310405,0.004979306671230463
8,0.9912931034482759,0.03675482432848712,0.048017241379310294,0.0029050749223498325
9,1.0873275862068965,0.02861305002638387,0.048017241379310405,0.0024238349329077646
10,1.1833620689655175,0.024999456994828955,0.048017241379310405,0.0018346308863367907
11,1.2793965517241381,0.02715945297817995,0.048017241379310294,0.0020890239970686904
12,1.3754310344827587,0.02446907481035669,0.048017241379310294,0.0018896138801952431
13,1.4714655172413793,0.02166308161202539,0.048017241379310405,0.0015682775224826577
14,1.5675000000000003,0.025410848260604413,0.048017241379310405,0.0022657945401400315
15,1.663534482758621,0.0216580360365817,0.048017241379310294,0.0016028547609135378
16,1.7595689655172415,0.026861840863713314,0.048017241379310294,0.0027406026065781453
17,1.855603448275862,0.030282356760559327,0.048017241379310405,0.003519501249126474
18,1.9516379310344831,0.03167313854423578,0.048017241379310405,0.0031277622519965305
19,2.0476724137931037,0.03470765948929329,0.04801724137931018,0.004908603682923686
20,2.1437068965517243,0.038958552278663953,0.048017241379310294,0.003514696204211215
21,2.239741379310345,0.0533942418923752,0.048017241379310516,0.0045286608885801785
22,2.3357758620689655,0.061942715873275725,0.048017241379310294,0.006140431553932915
23,2.4318103448275865,0.08238631676488864,0.048017241379310294,0.008508381151962487
24,2.5278448275862067,0.010059025723834878,0.048017241379310294,0.001239062106601841
25,2.6238793103448277,0.008604116474091475,0.048017241379310294,0.0007988940070910878
26,2.7199137931034483,0.007802180422100277,0.048017241379310516,0.0005188842235768938
27,2.815948275862069,0.007154043075534263,0.048017241379310294,0.0005548773040560434
28,2.91198275862069,0.007782880873247366,0.048017241379310294,0.0005369692299384068
