,E,sigma,E_err,sigma_err
0,0.22301724137931034,0.025436068410014907,0.04801724137931035,0.0019608780280951296
1,0.31905172413793104,0.023399623824562895,0.04801724137931035,0.0017256640734887602
2,0.41508620689655173,0.026184366595389905,0.04801724137931035,0.001996249980637915
3,0.5111206896551724,0.022768119029101898,0.04801724137931038,0.00180245548436158
4,0.6071551724137931,0.025865198012494206,0.048017241379310294,0.0023949897718791736
5,0.7031896551724138,0.08872078043248918,0.048017241379310405,0.006669251400339575
6,0.7992241379310345,0.07094422091456372,0.048017241379310294,0.005258690712453697
7,0.8952586206896552,0.06655503500281836,0.048017241379310405,0.00461524255571949
8,0.9912931034482759,0.049224776097580844,0.048017241379310294,0.00420557774248562
9,1.0873275862068965,0.04229692629071484,0.048017241379310405,0.0028224182997065965
10,1.1833620689655175,0.03991975133217538,0.048017241379310405,0.0029261354223696218
11,1.2793965517241381,0.04241760640630604,0.048017241379310294,0.0040915333152940075
12,1.3754310344827587,0.03765297287543149,0.048017241379310294,0.0024145760282503204
13,1.4714655172413793,0.04309017851688636,0.048017241379310405,0.0035007098061653683
14,1.5675000000000003,0.037095543112865274,0.048017241379310405,0.0028243564160296344
15,1.663534482758621,0.03812010682124036,0.048017241379310294,0.0025087674614168824
16,1.7595689655172415,0.03748844221388921,0.048017241379310294,0.003131015681592988
17,1.855603448275862,0.04856527319499431,0.048017241379310405,0.003316396869366644
18,1.9516379310344831,0.037347096360252685,0.048017241379310405,0.003053702963649131
19,2.0476724137931037,0.038628548943863535,0.04801724137931018,0.004293499612992885
20,2.1437068965517243,0.043643018128079074,0.048017241379310294,0.004230749724225366
21,2.239741379310345,0.0671958015688407,0.048017241379310516,0.007804127816748146
22,2.3357758620689655,0.0665374943379316,0.048017241379310294,0.006136668763414944
23,2.4318103448275865,0.07708045117266346,0.048017241379310294,0.005229202991675584
24,2.5278448275862067,0.03638596714428881,0.048017241379310294,0.006242753428144711
25,2.6238793103448277,0.025236490567962004,0.048017241379310294,0.002453366435117328
26,2.7199137931034483,0.02351720087817682,0.048017241379310516,0.001357869735434506
27,2.815948275862069,0.01733059963052421,0.048017241379310294,0.0010613951529055577
28,2.91198275862069,0.025489107278491487,0.048017241379310294,0.00293288757824103
